Ticker,Year,Beta
001013,2000,1.4634639561362683
001013,2001,3.168675167741476
001013,2002,2.22156115023315
001013,2003,1.7765200325229484
001013,2004,1.8554998504822584
001013,2005,1.6491835457482504
001013,2006,-1.0450620845851564
001013,2007,1.1813954019210366
001013,2008,0.7568794982856493
001013,2009,2.297223017107456
001013,2010,0.7552976052253637
001045,2000,-0.07120782760767613
001045,2001,1.2065476673820645
001045,2002,1.609528964893825
001045,2003,4.624239428843811
001045,2004,3.147025984757726
001045,2005,2.3343632282649316
001045,2006,1.0949289185929731
001045,2007,1.2797521211570737
001045,2008,1.447703911640196
001045,2009,0.8636189669010206
001045,2010,1.8428875264492044
001161,2000,1.329648286024839
001161,2001,2.6069313427961003
001161,2002,1.8125538070829024
001161,2003,1.973445507600305
001161,2004,1.8306150533102927
001161,2005,1.5686770362164142
001161,2006,1.7716443229863
001161,2007,1.1039948678053708
001161,2008,1.8624862118385728
001161,2009,1.8669133711842598
001161,2010,1.5300551983650499
001164,2000,1.5434301758856326
001164,2001,1.646778255010255
001164,2002,
001213,2000,1.1581889807011658
001213,2001,1.4399389201686443
001213,2002,1.5405243425425903
001213,2003,0.7105357319926607
001230,2000,1.5965975314132312
001230,2001,1.0588328321173925
001230,2002,1.2602513965503486
001230,2003,1.312977171438836
001230,2004,1.9638811894357295
001230,2005,2.077007255638204
001230,2006,1.6151632765665496
001230,2007,1.130403685386395
001230,2008,1.2746392810631195
001230,2009,0.8299550068792996
001230,2010,1.5791174411239686
001254,2000,0.7122588840280631
001254,2001,1.0128512609351397
001254,2002,1.1099127323676852
001254,2003,0.7463790606564178
001254,2004,1.489403412682649
001254,2005,1.1232969299099338
001254,2006,1.2914069881741654
001254,2007,1.1714398464729185
001254,2008,1.0102113384828242
001254,2009,1.2812826022740538
001254,2010,1.4587032342372033
001300,2000,0.6868334044939187
001300,2001,1.421896275969017
001300,2002,1.2443091715080907
001300,2003,0.9014370234452662
001300,2004,1.1236915335258013
001300,2005,0.9714621536310216
001300,2006,1.0504139462312838
001300,2007,1.0259140698524944
001300,2008,0.959410380895426
001300,2009,1.1804851938039196
001300,2010,1.1982047750354319
001327,2000,2.543409582707608
001327,2001,3.424554802889051
001327,2002,2.315236697438306
001327,2003,1.9707377134000699
001327,2004,2.4434243462545355
001327,2005,1.3889866099954258
001327,2006,2.7421267569730228
001327,2007,1.3720128148452657
001327,2008,1.183474231583273
001327,2009,1.311556304071967
001327,2010,1.4804725548579163
001356,2000,0.9393046349271073
001356,2001,0.9551939343213199
001356,2002,0.9411046008963256
001356,2003,1.3845664744159487
001356,2004,1.8130184794203281
001356,2005,1.1947352267289353
001356,2006,1.5417269726403178
001356,2007,1.1970262049290192
001356,2008,1.5697830353107798
001356,2009,1.7847066476080657
001356,2010,1.3862987036008552
001440,2000,0.09734360988792584
001440,2001,0.15130452539068678
001440,2002,1.4249732849647287
001440,2003,0.31877959598243816
001440,2004,0.5846174005423743
001440,2005,0.8697819413111578
001440,2006,0.5738785754497788
001440,2007,0.8500379692143225
001440,2008,0.8330731699518412
001440,2009,0.4977980977185811
001440,2010,0.7907296647612119
001447,2000,0.853188486455585
001447,2001,1.765954830897892
001447,2002,1.2940506904323539
001447,2003,1.1605238846550798
001447,2004,1.0277990027168094
001447,2005,0.9750769374179418
001447,2006,0.8619301147127341
001447,2007,1.4762905738432006
001447,2008,1.3804977389987771
001447,2009,2.0241783166366765
001447,2010,1.2615412925759988
001468,2000,0.4839515976998332
001468,2001,0.6466386783334265
001468,2002,0.6376136000235213
001468,2003,1.0395495029512087
001468,2004,1.3683255795566982
001468,2005,1.3631733456500648
001468,2006,0.7154293458716061
001468,2007,0.7594456563901688
001468,2008,1.091864448887696
001468,2009,2.101634699429892
001468,2010,1.6568359970424962
001487,2000,0.5159792601336686
001487,2001,0.536252356042566
001487,2002,0.9332847039766223
001487,2003,1.454396752676381
001487,2004,0.8802692284915627
001487,2005,0.5898497392610234
001487,2006,0.8053866791467155
001487,2007,1.4128792745340233
001487,2008,2.399208138173853
001487,2009,1.839534674419551
001487,2010,1.2428062270348352
001581,2000,1.138940750731865
001581,2001,1.050821019028624
001581,2002,0.87982620786163
001581,2003,0.8795089253629804
001581,2004,0.983318429640139
001581,2005,0.8604904766603365
001602,2000,1.260876590713447
001602,2001,1.2623084148876385
001602,2002,0.9102082424372699
001602,2003,1.264206125757468
001602,2004,1.4590645165268057
001602,2005,1.0638237624663807
001602,2006,0.6107975804187749
001602,2007,0.7030707450802085
001602,2008,0.7260410584037826
001602,2009,0.2333342799816984
001602,2010,1.3021082940479904
001632,2000,2.2724993406658944
001632,2001,2.887114503633392
001632,2002,1.624435562013161
001632,2003,1.553359070454364
001632,2004,1.1581746144422307
001632,2005,1.1884249034867718
001632,2006,0.89301237553935
001632,2007,1.1579668677717365
001632,2008,1.108980832376626
001632,2009,0.5241893365784345
001632,2010,1.2541869545273931
001651,2000,1.5152542042444426
001651,2001,2.4309257785841716
001651,2002,1.1095266875515903
001651,2003,1.2002114239445458
001651,2004,2.0843347674291897
001651,2005,1.1784955788420861
001651,2006,1.3065538328864374
001651,2007,0.6831876528587006
001690,2000,2.2233704850049096
001690,2001,1.5049374324801261
001690,2002,1.3055310381324416
001690,2003,1.01336918512671
001690,2004,1.4914513654291592
001690,2005,2.1010115986083413
001690,2006,1.795180656270333
001690,2007,1.3702400559323036
001690,2008,0.683996269701403
001690,2009,0.8485342632386343
001690,2010,0.9489371314578033
001704,2000,1.9067849984422227
001704,2001,2.9504705907395365
001704,2002,1.8423501529535495
001704,2003,1.550813946700039
001704,2004,1.4429406644855787
001704,2005,1.3148053992526967
001704,2006,1.7291766721832307
001704,2007,1.1815332028813994
001704,2008,1.3549179663391824
001704,2009,0.9392755504193004
001704,2010,1.2053702465620733
001878,2000,1.1114161816850674
001878,2001,1.7784432700743729
001878,2002,1.007817022470645
001878,2003,0.7566929256924466
001878,2004,1.4465343993769224
001878,2005,1.4197819786908257
001878,2006,1.3420026461642087
001878,2007,1.1804997547837712
001878,2008,1.1169179214337626
001878,2009,1.1939840923069132
001878,2010,1.3943601554726057
001891,2000,0.7071356281970325
001891,2001,0.644576345235653
001891,2002,0.8488529967088165
001891,2003,0.9682266530097714
001891,2004,0.7999786674573853
001891,2005,0.2730553164522711
001891,2006,0.5403734771399105
001891,2007,0.8349734688848601
001891,2008,0.7696462469006846
001891,2009,0.5379862768809482
001891,2010,0.9294945726723609
002136,2000,0.5520067668086187
002136,2001,0.8123793960852379
002136,2002,0.7896500818902665
002136,2003,1.408109313527977
002136,2004,0.7044627116098455
002136,2005,0.7691134134592935
002136,2006,1.0775774609193574
002136,2007,0.8452357596842641
002136,2008,0.9534273750060236
002136,2009,0.4980057854410372
002136,2010,0.6088804300818871
002226,2000,1.2069656066282533
002226,2001,0.66774666052888
002226,2002,1.1362642228833568
002226,2003,2.025224461540383
002230,2000,0.7625485142535214
002230,2001,0.42777326333136634
002230,2002,0.651165949757325
002230,2003,0.6494552060830466
002230,2004,1.2248925336709497
002230,2005,0.9587508467552033
002230,2006,0.9351461523803528
002230,2007,0.09229971424796016
002282,2000,1.2087989527710807
002282,2001,0.6908344992510407
002282,2002,0.8770756205107707
002282,2003,0.9269560795421052
002282,2004,1.2188170336919846
002282,2005,1.2498220352510032
002282,2006,2.2287528018570537
002282,2007,1.1574901401332678
002282,2008,1.3413907646987098
002282,2009,0.7788672608799568
002282,2010,0.9681936219868756
002285,2000,0.5375013611705195
002285,2001,0.7081061361892568
002285,2002,1.0758942368899533
002285,2003,1.1764789346751519
002285,2004,0.9182099019034171
002285,2005,1.0309200116106803
002285,2006,1.6010448209331074
002285,2007,0.6782975002468397
002285,2008,0.8356195364358262
002285,2009,0.8702027721504768
002285,2010,1.0829043949845398
002490,2000,0.886091063293749
002490,2001,0.5500215902295889
002490,2002,0.7741885152352207
002490,2003,0.6113433517615521
002490,2004,0.891810824474235
002490,2005,1.4240132787772593
002490,2006,2.2424944348393963
002490,2007,0.8961245214647588
002490,2008,0.8905825280182181
002490,2009,1.2146185705831778
002490,2010,0.03768396702883666
002574,2000,0.8760755029445326
002574,2001,1.0948395471856478
002574,2002,0.7554777933468826
002574,2003,0.8683243361237025
002574,2004,0.8025462457509492
002574,2005,1.2068502913116292
002574,2006,1.8908018792940664
002574,2007,1.2898226660868193
002574,2008,1.263395264842957
002574,2009,1.446160789694504
002574,2010,1.5951840046090435
002817,2000,0.7279460125588478
002817,2001,0.9967869851107497
002817,2002,1.076528096579949
002817,2003,1.1352696427131297
002817,2004,1.661247212382177
002817,2005,1.3167844671372773
002817,2006,1.7199149641880838
002817,2007,0.8966594592430035
002817,2008,1.1267412637852088
002817,2009,1.5277456207391489
002817,2010,1.2090431434273934
002938,2000,1.0293931263745895
002938,2001,1.121699877927361
002938,2002,0.7245065039948978
002938,2003,1.6725931933747225
002938,2004,1.6588431127396843
002938,2005,2.247285945793296
002938,2006,2.7260289772232307
002938,2007,0.7719754649551931
002938,2008,2.976107379583682
002938,2009,2.484509607071625
002938,2010,1.1687503832769948
002968,2000,0.5998940398103094
002968,2001,1.8840529359472011
002968,2002,1.7012948311214289
002968,2003,1.4603617298419649
002968,2004,1.0265980685374108
002968,2005,1.0608287375185355
002968,2006,1.379845975552755
002968,2007,1.2204280048426575
002968,2008,1.4724808271493188
002968,2009,2.397242272468986
002968,2010,1.270845541943617
002991,2000,0.34031757766537407
002991,2001,0.19218500379861442
002991,2002,0.7127076904266616
002991,2003,0.5929600433251064
002991,2004,0.5947682323617232
002991,2005,1.146054394575451
002991,2006,1.073357173604034
002991,2007,1.071559552779508
002991,2008,1.0450991006219783
002991,2009,0.9915423747324723
002991,2010,0.9704474908527471
003011,2000,2.391283959914534
003011,2001,1.4679963856009832
003011,2002,1.264344473416237
003011,2003,1.549403915099803
003011,2004,1.405996560234955
